people_ID,Infect_prob
5942,53.67862497936727
18664,53.35519400782783
5603,52.250904331679585
5649,52.52311036941915
5099,53.015115859003
18749,52.998250415039266
5228,52.20695425297034
5559,53.41991354138623
5220,52.44480387962354
5476,52.98874198876337
5260,51.94963998787188
17638,52.89811450892771
18635,52.79489607397547
18794,63.810019534222036
5263,51.98423884992656
17680,64.11118304325724
18030,52.50557965638784
18090,52.66616705089978
18455,52.13981371193973
18155,52.42249814858495
18116,63.743933251769214
18144,52.76165069022134
5218,64.04519180473957
5386,53.161413157580746
18105,63.528898009603424
5735,52.28448949405656
5900,52.28672550921918
18391,52.552284656847206
5786,52.95999589709398
18639,52.77388253717304
17984,53.4188498686227
18274,52.266451829384486
5425,52.59566465383553
6076,53.810322624675905
18545,53.0501133831308
17697,64.37762762206425
6137,52.7521269387194
6083,53.00016563600824
17730,52.71354515474013
5896,64.22316963984476
18906,52.93293525712599
17808,53.09295310990251
6078,53.63229013068309
5516,51.83133695045756
18093,52.294382571544425
6120,53.451538950387175
18154,52.620950542409204
17935,51.95610298740012
18769,64.93014349326813
18264,52.654172312100286
18076,50.28827265483542
18035,52.8166711599555
18051,52.39559456673292
18676,51.98617201581498
5332,52.185567620656656
5898,64.8580396642456
18370,53.25380993710494
17706,51.99639942432763
5198,52.626218706326576
18360,52.72859595745061
18240,52.69045278448613
18691,53.002057075266364
5768,53.43977848775827
18315,52.60600469424084
18776,53.076142778010414
6225,52.8463378237673
17983,63.6304141751505
17973,53.9376169639377
5805,64.18935028206096
5500,53.7066550890341
5305,52.518144371701595
18243,52.649820639451995
5169,52.29776542350959
5258,53.59874589891358
17810,64.25978153724489
5714,53.68811632309825
6070,53.565361728229085
5959,63.80143239811426
18771,54.15123060706352
17765,52.86737669088495
18822,53.35218447357984
17735,64.75442751451101
17966,52.793522040696274
18861,53.724483562987764
18236,52.58786381446697
18750,65.29001791506622
17809,63.05482734297962
6049,52.411576190316765
18465,51.70575504839739
6201,53.24092618832405
18877,52.4072472485709
5087,52.66047782166199
17742,51.61788669829297
17941,63.29753145569655
18421,52.757271119395824
18489,52.80243217590865
6299,65.59431764585248
18428,52.70250190027784
5563,64.74490217600254
18796,62.98783212090837
5849,52.81896022950537
5661,52.81282923668648
5893,53.019655996491224
