people_ID,Infect_prob
5942,54.34552320237288
18664,54.24908958764206
5603,52.87455939905302
5649,53.40388742097916
5099,53.45771245144259
18749,53.63133834143009
5228,52.933709769898904
5559,54.33706586272611
5220,53.11795071721227
5476,54.356025082251264
5260,52.39590096696507
17638,53.86511104668272
18635,53.0142472163087
18794,64.47005793882308
5263,53.25585225080823
17680,64.46740182087548
18030,52.7931986119448
18090,53.71198546622925
18455,53.28183002856065
18155,52.921639272547495
18116,64.9685491975595
18144,53.48455849918275
5218,64.50915887460836
5386,54.16027956910643
18105,63.59183227854523
5735,52.92226305325488
5900,53.35601070276449
18391,53.25157759790659
5786,53.39781947628351
18639,52.73006533311619
17984,54.52467840797909
18274,52.51101770423368
5425,53.559298270215756
6076,54.62729203278829
18545,53.68882296453818
17697,64.7885725788501
6137,53.21495825628348
6083,53.90894286817183
17730,53.081656099339995
5896,65.36204058171583
18906,53.9075961315488
17808,53.54360534387522
6078,54.19134899923657
5516,52.7636659989686
18093,52.92556621385667
6120,53.81022888364686
18154,53.57276610046454
17935,52.90248948938711
18769,65.23050854389498
18264,53.846947014893324
18076,50.92819445831487
18035,53.61581974996835
18051,53.45540501354279
18676,52.70088488289061
5332,53.13804518517704
5898,65.35946504016017
18370,53.80798096619932
17706,52.85120107489231
5198,53.47809789021621
18360,52.9523067277617
18240,53.14094810440464
18691,53.91891410495652
5768,53.88072844740086
18315,53.344398291599504
18776,53.33481430927633
6225,53.229413474473965
17983,64.01462139321912
17973,54.625715185989584
5805,65.25613104587181
5500,53.842719441857696
5305,53.1824958823669
18243,53.04015408082954
5169,53.39477086112662
5258,54.07030230475524
17810,64.3810055043997
5714,53.931700488679226
6070,54.46633779091209
5959,64.06178689690398
18771,54.52699152118921
17765,53.47449696097985
18822,53.47154870468759
17735,65.7102615506206
17966,53.005346477790546
18861,54.381357926841915
18236,53.60098110853253
18750,65.86660913631296
17809,63.20879189774996
6049,53.274037994468685
18465,52.13529420401289
6201,53.965442413839355
18877,52.80277996141627
5087,53.461871364040725
17742,52.899726200949125
17941,63.5675862202821
18421,52.99422094886867
18489,53.506167248164545
6299,66.64762863227668
18428,52.47565210588176
5563,65.06976158638973
18796,62.98894648205809
5849,53.29412847928068
5661,52.58484957006776
5893,53.51161267950866
5378,64.2771469844704
5622,52.574373316823184
5823,53.954364706378406
18521,51.644739134832996
5502,52.93216357333449
18785,52.82390011682057
17783,53.71452380995476
18424,63.816372484341834
18147,53.01834682775437
18881,63.692799488881256
18851,53.68357521037898
17686,52.91875456286546
5100,53.19542630640831
5213,52.718227261337475
18252,52.04610141438929
5576,53.12871027646377
18050,53.403068409539465
5875,53.01805320306328
6059,53.195867589183564
18599,53.20618185131808
5173,54.0598749709269
5461,53.61548036230806
5151,64.90266268882203
5266,53.77969877305776
5514,64.31758168477263
5224,53.00172688384127
18069,53.578859627175326
5587,53.26666576629458
17874,53.104677777871004
5536,53.272285025467355
5215,53.287802301089734
5400,64.52167025249067
17857,53.396574890313445
6043,63.807835635561176
18330,53.61176544015312
18333,54.641638928388545
17788,52.39035517355406
18332,63.648697763434065
17836,53.307821034875346
5247,52.37674949391832
5922,52.356976372792495
18641,63.70019493589159
5951,65.78147820216829
18807,52.60601888096813
18293,64.64698588030392
18775,54.52217324706844
5601,54.08578381799326
5102,53.66934540216076
18464,52.372044627356644
17713,53.67325462390115
18557,53.098417357317906
18854,52.483500275616656
18401,52.64817241759591
18699,65.1700227770469
5706,64.90204569571823
5747,53.58266232757322
5496,53.88970070422737
18308,53.594350200354185
5345,63.46559700918965
18525,51.645235222377956
18258,64.58375430826523
6062,53.18182894664194
17921,53.08623817101135
5303,52.87876480816495
18592,52.48675157418402
5814,52.30390620204452
18805,54.20052445903946
5910,53.4644490528585
5201,53.45050596284088
5724,64.82134363882989
17693,52.24180275699922
5407,52.622985788911876
18617,52.7868171924031
18173,54.03638026026526
18875,52.752604551496155
5225,53.506577247509284
5858,52.35592841776691
5091,53.36372080342023
5254,53.032825290454
18801,53.25050793247867
6009,53.14803797663069
18149,52.18641009053213
6105,54.25062016786048
5974,53.340553229640406
17967,63.843850410328436
5781,53.7692507488588
5834,53.09471344383729
17683,52.07374429692435
5338,53.786484814735545
18400,63.64854534343296
18633,53.429762989984575
6162,52.35270720799279
18598,53.11289410156736
5212,52.65868514302557
18731,52.82969287900547
18177,52.88780628271307
5232,65.15381426391696
5753,54.60512438958492
5118,52.93112941239534
18055,63.55168908956762
18151,64.64374442096153
5572,53.441676469063495
18502,55.537034004992606
18178,52.52036253905983
6276,53.611480058258095
5226,65.22669891783308
18411,52.477497324915745
6134,52.569055060890776
5177,52.637954861120825
18031,51.97266254984609
17853,52.97003863485554
6171,52.733798609811586
5725,64.34425103520346
6282,52.99805454932285
18762,53.44262017529064
17909,52.384891345824826
18357,52.408601102665834
5981,52.89018305667187
5862,52.08120518303926
18461,52.66897162571884
5275,51.775347888539834
6084,53.65839565223928
18403,52.44372838589121
17856,53.358612861535065
17723,51.12858875320217
6103,53.47701254206212
17897,52.59337749368362
6042,53.73621985078135
6219,64.78708056525477
5697,64.00066761048674
18636,64.35103715949018
5343,54.16018807805728
5994,52.91532979922408
5956,63.86161905417124
5666,52.57607738341659
18791,52.1887263028111
5686,53.28968576617946
6027,52.310905039718314
5751,52.43193508295818
18812,64.71434703203924
18688,54.38475854144628
18441,64.12029184222783
5508,52.64577751597364
5889,53.83145635964728
5843,53.02241739215686
5459,51.79991482121624
18141,51.70077593512704
18757,64.20008305656927
6313,52.808001104920564
6032,63.41813385895073
18475,52.89585377542963
17702,52.881502554423115
5815,53.05254386276021
18816,52.26734417829397
18589,53.21619601692493
17738,51.370845341179866
18553,53.56533851937014
5538,51.75428641041896
18472,51.343681062557735
5453,52.14719881115282
18026,53.19168326187814
18409,52.720769969028
5444,52.54750731456117
17965,51.73079938712702
18541,52.72113034675899
5371,53.11688613536089
6051,54.71509424146684
18882,52.956164478272186
5108,53.0415881901479
6005,63.696270386018085
5380,52.21090850712912
6151,52.413970872408576
18195,52.33041519473283
17695,53.14729308282468
5101,52.48306845688394
5255,52.245480719040636
5579,52.94259999612136
18509,53.00272207214988
5257,52.0211094140767
6310,64.15648002281112
5431,51.88516759386306
17703,52.46334605156254
18316,53.591587077186915
5174,52.32241371806073
18337,52.58397245214534
18515,53.005368386757034
17993,63.4721642296511
6232,53.197260311936404
5339,54.04539005566995
5972,52.97756046394444
6097,52.21746026324817
5130,52.652954941995795
5934,53.04998507892692
17646,63.37292035354839
5803,52.60288184673745
18134,64.3420661176738
18301,53.163788043037854
18071,51.43948076631251
5973,53.07038756463836
17972,63.541320918975764
6212,63.990671955615
17886,52.76181248776184
18584,52.13551761955979
18027,63.28937995885344
5093,52.389406233258605
5817,52.582478699543834
5519,52.95765069166459
18127,52.74783126211973
6144,51.67501063448671
5430,52.450780642888745
6179,52.303259788611534
5921,53.131974048694886
5788,51.63456244130933
17960,51.65061784164652
5682,53.16224907981215
5713,53.30255390897216
18735,52.601545487108964
18693,52.00850757149558
6256,53.818985642299886
18064,53.393834108431896
18302,51.27392745823131
5620,52.26065544148615
18010,51.59016085885261
18647,52.976125645590415
5749,51.873019044209265
18286,52.034054418710284
5381,51.76694131670688
6012,54.24570842229318
18043,52.27643218865495
18845,62.9131270331519
17736,51.04774160184249
17919,53.57868551486889
5297,53.19706372303472
17651,52.00308018150806
5109,51.6287779487572
5756,53.53188924342566
17628,52.629534537769246
6237,52.46402832451298
18407,51.965126310277576
5157,52.75328534996065
17902,51.835933349232086
18650,52.32877180291622
5589,52.11936889613929
6010,51.949266194120916
18792,52.825129596247194
17932,51.893083841389625
18568,52.730348889669635
17684,52.20906538798798
5573,52.947403963543564
17685,51.56904330675742
5948,62.896380105638464
5469,51.719210809659884
18736,62.908486130553165
17664,51.438372088619
6319,64.83560241668056
5421,53.776738613790556
18648,52.609398674891814
18369,62.94386470684244
6065,52.667844453092364
18486,52.156145624236295
5259,52.24791480529187
18524,64.19696267555771
17774,52.460932573418944
5955,52.16610227895305
17701,52.9080312866377
6312,52.825664045298886
18094,51.359305036979286
17647,52.65602621565715
